poly_id,mncplty,park_name,park_size_ha,total_observations,total_observers,family_count_observations,order_count_observations,species_count_observations,geometry
Fort Lauderdale_Townsend Park,Fort Lauderdale,Townsend Park,0.2826099439430015,5,3,4,4,4,"list(c(-80.1613055648401, -80.1605196474982, -80.1605036083689, -80.1611157684755, -80.1613055648401, 26.1201392071973, 26.1206696464873, 26.1203216209807, 26.1198991886283, 26.1201392071973))"
Fort Lauderdale_Tranquility Park,Fort Lauderdale,Tranquility Park,0.099378247,NA,NA,NA,NA,NA,"list(c(-80.1330186343309, -80.132647340683, -80.1326412539016, -80.1330161996189, -80.1330186343309, 26.1383170428281, 26.1383214142727, 26.1380831703292, 26.1380755202859, 26.1383170428281))"
Fort Lauderdale_Twin Lakes North Park,Fort Lauderdale,Twin Lakes North Park,0.11564856801091698,NA,NA,NA,NA,NA,"list(c(-80.1590824970846, -80.1591396764797, -80.1592592333973, -80.1592748277778, -80.1592852240309, -80.1592241460406, -80.1590941928699, -80.1588628762264, -80.1588355860607, -80.1590824970846, 26.1832495783589, 26.1833090536969, 26.1834268380991, 26.1834408322776, 26.1835061384217, 26.1835667798088, 26.1836903948457, 26.1834909780704, 26.1834653220858, 26.1832495783589))"
Fort Lauderdale_Victoria Park,Fort Lauderdale,Victoria Park,0.526949677,7,3,7,6,7,"list(c(-80.124798707506, -80.124330359626, -80.12422378945, -80.1242882924513, -80.1247818806361, -80.1248183388541, -80.124798707506, 26.1235071076245, 26.1235096256172, 26.1228599817709, 26.1226258069406, 26.1226207709171, 26.1227063832795, 26.1235071076245))"
Fort Lauderdale_Virginia Shuman Young Elementary Park,Fort Lauderdale,Virginia Shuman Young Elementary Park,1.3397479444722122,NA,NA,NA,NA,NA,"list(c(-80.1342179209832, -80.1331652916979, -80.1331582270717, -80.1330946454373, -80.1330946454373, -80.1332500672111, -80.133239470272, -80.1341649362873, -80.134221453296, -80.1342179209832, 26.1243335812389, 26.1243494385087, 26.1237658895501, 26.1237563751408, 26.1236136589082, 26.1236041444865, 26.123191852133, 26.1231601372761, 26.1232140525277, 26.1243335812389))"
Fort Lauderdale_Virginia Young Park,Fort Lauderdale,Virginia Young Park,0.33865511426681033,NA,NA,NA,NA,NA,"list(c(-80.1338243190309, -80.1323085402423, -80.1338158667329, -80.1338243190309, 26.1105779188895, 26.1106158674338, 26.1101756635613, 26.1105779188895))"
Fort Lauderdale_Vista Park,Fort Lauderdale,Vista Park,0.26309965943116786,NA,NA,NA,NA,NA,"list(c(-80.1010748796143, -80.101038420211, -80.1007313936577, -80.1008925825983, -80.100936717665, -80.1010038797238, -80.1010518526228, -80.1010883120261, -80.1010748796143, 26.1550983141704, 26.1551138160107, 26.1550638656297, 26.1542491546569, 26.1542009263444, 26.1541888692637, 26.1542060936645, 26.1542491546569, 26.1550983141704))"
Fort Lauderdale_Walker Park (Walker Elementary School),Fort Lauderdale,Walker Park (Walker Elementary School),1.1588220850349713,NA,NA,NA,NA,NA,"list(c(-80.1570644480145, -80.1555216702447, -80.1555171984254, -80.1556602966536, -80.1556513530142, -80.1556893634806, -80.1567223538133, -80.1570622121044, -80.1570868071127, -80.1570644480145, 26.1274319539328, 26.1274600580544, 26.1270967113928, 26.1269541828359, 26.1268297211362, 26.1267233263528, 26.1267233263528, 26.1269260785925, 26.1273958200527, 26.1274319539328))"
Fort Lauderdale_Warbler Wetlands,Fort Lauderdale,Warbler Wetlands,4.540220208111943,4,1,4,3,3,"list(c(-80.1745402134053, -80.1749146362614, -80.1739441933484, -80.173401662271, -80.173164782505, -80.1727903596488, -80.172675740407, -80.1712850269414, -80.1711780489825, -80.1711551251342, -80.1711856902648, -80.1716670910804, -80.1721637744608, -80.1727521532347, -80.1735850530576, -80.1739671171967, -80.1745402134053, 26.1851899025328, 26.1857453244251, 26.1861087471933, 26.1854573282189, 26.1855533270334, 26.1860881761225, 26.1861841744173, 26.1862116024875, 26.1861636033609, 26.1857453244251, 
26.1843533361667, 26.1843670504181, 26.1843807646669, 26.184675620642, 26.1852104737611, 26.1855807552512, 26.1851899025328))"
Fort Lauderdale_Warfield Park,Fort Lauderdale,Warfield Park,1.4918740344015957,NA,NA,NA,NA,NA,"list(c(-80.1441897151131, -80.1433331200839, -80.1432837011401, -80.1441361779235, -80.1441897151131, 26.138523143084, 26.138563810944, 26.1369777538864, 26.1369666625025, 26.138523143084))"
Fort Lauderdale_Waverly Property,Fort Lauderdale,Waverly Property,1.1199397691828386,NA,NA,NA,NA,NA,"list(c(-80.1560048229146, -80.155729243296, -80.155443702969, -80.1550917579142, -80.1547597342774, -80.1547730152227, -80.1548925437319, -80.154902504441, -80.155310893514, -80.1555300291143, -80.1559018955873, -80.1559782610236, -80.1560048229146, 26.1169481247077, 26.1171627731864, 26.1173565527242, 26.1174966700361, 26.117586106531, 26.1168735938937, 26.1168378190862, 26.1167781943831, 26.1166023013293, 26.1164442954806, 26.1161372268978, 26.1161253018878, 26.1169481247077))"
Fort Lauderdale_Welcome Park,Fort Lauderdale,Welcome Park,0.8268497907798025,NA,NA,NA,NA,NA,"list(c(-80.1364218859818, -80.1362910205158, -80.1357463372269, -80.1358913503105, -80.1360788062476, -80.1363087050383, -80.1363617586058, -80.1364218859818, 26.0925492592916, 26.0926381995797, 26.0926699639522, 26.0921331449025, 26.0914184411628, 26.0906084383117, 26.0905925558472, 26.0925492592916))"
Fort Lauderdale_Westwood Heights Triangle Park (Westwood Heights Elementary School),Fort Lauderdale,Westwood Heights Triangle Park (Westwood Heights Elementary School),0.16256492126225386,NA,NA,NA,NA,NA,"list(c(-80.1799210935846, -80.1795858747843, -80.1795737291752, -80.1796223116104, -80.1799210935846, 26.1112529454316, 26.1112660326812, 26.1104938824503, 26.1105026073397, 26.1112529454316))"
Fort Lauderdale_Willingham Park,Fort Lauderdale,Willingham Park,0.2600425648621233,NA,NA,NA,NA,NA,"list(c(-80.1010831117185, -80.1010245676076, -80.1007611191097, -80.1007350995049, -80.1007692502365, -80.1008912171337, -80.1009074793863, -80.1009562661454, -80.1010343249593, -80.10106522324, -80.1010912428447, -80.1010928690702, -80.1010831117185, 26.1550924879668, 26.155107085032, 26.1550895685543, 26.1550778909007, 26.1549421380946, 26.1543363575212, 26.1542327176372, 26.1541947649817, 26.1541947649817, 26.1542181204636, 26.1542984048985, 26.1547625938194, 26.1550924879668))"
Hallandale Beach_B.F. James Park and Pool,Hallandale Beach,B.F. James Park and Pool,0.9044636827562327,NA,NA,NA,NA,NA,"list(c(-80.1506233412501, -80.149755124952, -80.1497111404262, -80.1505755319826, -80.1506233412501, 25.9946059318294, 25.9946351532335, 25.9936845944324, 25.9936794376729, 25.9946059318294))"
Hallandale Beach_Curci House-Historical Village,Hallandale Beach,Curci House-Historical Village,0.16066721157319622,NA,NA,NA,NA,NA,"list(c(-80.1509868942616, -80.1503478964019, -80.1503439681364, -80.1509803471529, -80.1509868942616, 25.9810679990917, 25.9810821241727, 25.9808525913947, 25.9808443517478, 25.9810679990917))"
Hallandale Beach_Foster Park & Plaza,Hallandale Beach,Foster Park & Plaza,4.873052760049541,1,1,1,1,1,"list(c(-80.1547623003137, -80.1567995089646, -80.1568563853483, -80.1548450295993, -80.1547623003137, 25.9918667278346, 25.9927265322663, 25.9944414747504, 25.9945111873306, 25.9918667278346))"
Hallandale Beach_Golden Isles Park,Hallandale Beach,Golden Isles Park,7.755383176512799,NA,NA,NA,NA,NA,"list(c(-80.1342121529637, -80.1336421818906, -80.1335808003904, -80.1326162339583, -80.1326250027442, -80.1331248235318, -80.1329845227828, -80.1341655490464, -80.1342121529637, 25.983939657109, 25.9839554219275, 25.9810073641682, 25.9810388945889, 25.9803767539808, 25.9803688713318, 25.9766403167242, 25.9765812150665, 25.983939657109))"
Hallandale Beach_Gulfstream Academy (HACC) Athletic Fields,Hallandale Beach,Gulfstream Academy (HACC) Athletic Fields,8.300785942299182,NA,NA,NA,NA,NA,"list(c(-80.1645570073114, -80.1619856707537, -80.1614996254284, -80.1614447493433, -80.1608254335264, -80.1607548785596, -80.1622443722972, -80.162260051179, -80.1623619639088, -80.1624873949601, -80.164047443664, -80.1640631225458, -80.1646667594815, -80.1646824383627, -80.1645570073114, 25.9791530475586, 25.9792658041861, 25.9792798987572, 25.9776378698924, 25.9776519646586, 25.9767921808449, 25.976707611606, 25.977024745983, 25.9770247459823, 25.9770176985195, 25.9769824614112, 25.9777153910842, 
25.9776801541849, 25.9790896219086, 25.9791530475586))"
Hallandale Beach_Hallandale City Park,Hallandale Beach,Hallandale City Park,6.742111933849514,1,1,1,1,1,"list(c(-80.1477762442792, -80.1446427381995, -80.1444465333986, -80.1443022651628, -80.1442676407864, -80.1476954540672, -80.1477762442792, 25.9799381396798, 25.9800107658153, 25.9799018265949, 25.9798914514264, 25.9782625385262, 25.9781639730088, 25.9799381396798))"
Hallandale Beach_Ingalls Park,Hallandale Beach,Ingalls Park,2.001785189174159,5,2,3,2,4,"list(c(-80.1585199804018, -80.1576764968698, -80.1576020718526, -80.158460440388, -80.1585199804018, 25.9843503118075, 25.9843859926936, 25.982267421316, 25.9822406601696, 25.9843503118075))"
Hallandale Beach_Joseph Scavo Park,Hallandale Beach,Joseph Scavo Park,2.922385041,NA,NA,NA,NA,NA,"list(c(-80.1269324014449, -80.1257251248138, -80.1256802260963, -80.1253160476076, -80.1266330766606, -80.1269324014449, 25.9968846221626, 25.996911526007, 25.9959564357795, 25.9947367787566, 25.9946829700671, 25.9968846221626))"
Hallandale Beach_OB Johnson Park,Hallandale Beach,OB Johnson Park,2.8515675674810916,NA,NA,NA,NA,NA,"list(c(-80.1588895940533, -80.1587862055855, -80.1579705854514, -80.1578959160022, -80.1588034369967, -80.1588895940533, 25.9956194511862, 25.9961873456164, 25.9962079962709, 25.9931774738578, 25.9935543573921, 25.9956194511862))"
Hallandale Beach_South City Beach Park,Hallandale Beach,South City Beach Park,1.1652771694957347,26,3,13,12,13,"list(c(-80.1187923306496, -80.1176413727423, -80.1177035866828, -80.1189012050468, -80.1187923306496, 25.9839164317382, 25.9838290486223, 25.9829377371314, 25.9830356069588, 25.9839164317382))"
Hallandale Beach_Sunrise Park,Hallandale Beach,Sunrise Park,1.1394557866789847,NA,NA,NA,NA,NA,"list(c(-80.1404764090417, -80.1394987553281, -80.1394757817422, -80.1404585406976, -80.1404764090417, 25.9915389113752, 25.9916077447197, 25.9905339399604, 25.9905224676346, 25.9915389113752))"
Hallandale Beach_Sunset Park,Hallandale Beach,Sunset Park,0.2286842119117759,NA,NA,NA,NA,NA,"list(c(-80.1549127857469, -80.1544258756725, -80.1542947844985, -80.1542843804373, -80.1542947844985, -80.1543197542458, -80.1549023816851, -80.1549127857469, 25.9760203816329, 25.9760418935688, 25.9760465700763, 25.975782814775, 25.9757519497544, 25.9757126669892, 25.9756864784714, 25.9760203816329))"
Hollywood_Anniversary Park,Hollywood,Anniversary Park,0.11228781510394797,NA,NA,NA,NA,NA,"list(c(-80.1469230190232, -80.1466199780104, -80.1466098766947, -80.1469113871114, -80.1469230190232, 26.0119312008216, 26.0119333853977, 26.0115989674062, 26.0115971547969, 26.0119312008216))"
Hollywood_Bicentennial Park,Hollywood,Bicentennial Park,1.6005611923058858,NA,NA,NA,NA,NA,"list(c(-80.2363015317892, -80.2347504087124, -80.2347350792755, -80.2362796397768, -80.2363015317892, 26.0331431448454, 26.0331859960705, 26.0322529787673, 26.032215617402, 26.0331431448454))"
Hollywood_Bob Butterworth Park,Hollywood,Bob Butterworth Park,0.6208415110861295,1,1,1,1,1,"list(c(-80.1960190829189, -80.1956243741139, -80.1956198110057, -80.1955331119618, -80.1964603319709, -80.196473608923, -80.1961913790738, -80.1961952294064, -80.196227147917, -80.1962278315374, -80.1962296846662, -80.1962327073014, -80.1960190829189, 26.0026633151863, 26.0026694669875, 26.0023700789533, 26.0019497040554, 26.0019394509904, 26.0023823197372, 26.0023872224237, 26.0024478370873, 26.0024516910265, 26.0025140573798, 26.0025921905868, 26.002654556951, 26.0026633151863))"
Hollywood_Carlton Montayne Park,Hollywood,Carlton Montayne Park,0.48038833333680475,NA,NA,NA,NA,NA,"list(c(-80.2128001354461, -80.2121537193591, -80.2121184311358, -80.2127760752942, -80.2128001354461, 26.0211257332127, 26.0211459130264, 26.0204799773344, 26.0204670045234, 26.0211257332127))"
Hollywood_Cathy & Bob Anderson Park,Hollywood,Cathy & Bob Anderson Park,0.2956921584762943,NA,NA,NA,NA,NA,"list(c(-80.2047631444394, -80.2043888637996, -80.2043454319169, -80.2043032774421, -80.2042828389091, -80.2042802840924, -80.2042738970504, -80.2042687874172, -80.2042828389091, -80.2042968904001, -80.2043479867335, -80.2044527342161, -80.2046009135822, -80.2047427059064, -80.2047631444394, 26.0303818680329, 26.0303921985019, 26.0303703897335, 26.0303485809611, 26.0302728241417, 26.0301741106371, 26.03006391872, 26.0299422483574, 26.0299124046646, 26.029838943234, 26.0298194300335, 26.0298171343628, 
26.0298159865277, 26.0298148386919, 26.0303818680329))"
Hollywood_Charles F. Vollman Park,Hollywood,Charles F. Vollman Park,2.925895246047941,3,2,3,3,3,"list(c(-80.1679698849443, -80.1672523611574, -80.1672408807769, -80.1663167101393, -80.1668103665049, -80.1671480569416, -80.1679339200887, -80.1679698849443, 26.0281113636431, 26.0281113636431, 26.0279153589613, 26.0279102009389, 26.0266980593947, 26.0258788785839, 26.0258558264284, 26.0281113636431))"
Hollywood_Charnow Park-Historical Paddleball Courts,Hollywood,Charnow Park-Historical Paddleball Courts,0.6322260489098016,8,5,7,5,7,"list(c(-80.1159432292851, -80.1159432292851, -80.1155128128514, -80.1152359811366, -80.1149837988215, -80.1150368898354, -80.1153725008864, -80.1153725008864, -80.1159242682083, -80.1159432292851, 26.0223544001842, 26.0224361866746, 26.0224344827905, 26.0224498177518, 26.0224515216357, 26.0217801892564, 26.0217716697848, 26.021861976147, 26.0218534566824, 26.0223544001842))"
Hollywood_Earl Crofford Park,Hollywood,Earl Crofford Park,0.7811409697832992,NA,NA,NA,NA,NA,"list(c(-80.1777421417549, -80.1775406207112, -80.1773574197621, -80.1772401711547, -80.1771265865668, -80.1770386501109, -80.1770276580541, -80.177034986092, -80.1770936103957, -80.1772731473258, -80.1774197080848, -80.1775442847301, -80.1776358852043, -80.1777311496981, -80.1777421417549, 26.0030926665331, 26.0031025458678, 26.0030794940855, 26.0030762009733, 26.0029807006805, 26.0028555622485, 26.0027896998628, 26.0026909062141, 26.002611871235, 26.0023220758587, 26.0020322797663, 26.0017326035109, 
26.00150537595, 26.001337424862, 26.0030926665331))"
Hollywood_Emerald Hills Lakes Park & Dog Park,Hollywood,Emerald Hills Lakes Park & Dog Park,2.0300904741834156,1,1,1,1,1,"list(c(-80.1696938783527, -80.1680310394738, -80.1682599580192, -80.1691279408374, -80.1691629145038, -80.1691851704738, -80.1692233235644, -80.1693282445645, -80.1693854742008, -80.1694935746251, -80.1696811606553, -80.1696938783527, 26.0458685603597, 26.0459571127835, 26.0444774215714, 26.0444374296573, 26.0446431022103, 26.0448630571802, 26.0450373069288, 26.0452172695119, 26.0452772569776, 26.0453258182378, 26.0453886621905, 26.0458685603597))"
Hollywood_Eppelman Park,Hollywood,Eppelman Park,0.15203227630236782,NA,NA,NA,NA,NA,"list(c(-80.1189418180642, -80.1186852927381, -80.118618750454, -80.1185965696931, -80.1185917477883, -80.118587890265, -80.1185840327411, -80.1185859615027, -80.1185927121692, -80.1186129641691, -80.1189292811122, -80.1189418180642, 26.0135919079602, 26.013598841396, 26.0135971080372, 26.0135849745239, 26.0135624408529, 26.0134723061254, 26.0133163035488, 26.013235702136, 26.0132227019032, 26.013205368257, 26.0131975681156, 26.0135919079602))"
Hollywood_Fletcher Street Park,Hollywood,Fletcher Street Park,0.10230796422803862,NA,NA,NA,NA,NA,"list(c(-80.2029455341135, -80.2026961809919, -80.2026855702209, -80.2027545402336, -80.2028373042483, -80.202872319793, -80.2029030910287, -80.2029317401108, -80.2029402287276, -80.2029455341135, 25.9963951868074, 25.9963951868074, 25.9960203746212, 25.9960127448442, 25.9960175134551, 25.9960299118416, 25.9960442176712, 25.9960899963139, 25.996140543544, 25.9963951868074))"
Hollywood_Harry Berry Park,Hollywood,Harry Berry Park,0.21997632748637444,NA,NA,NA,NA,NA,"list(c(-80.1171968713145, -80.1171896189723, -80.1171850029094, -80.117158609236, -80.1171180648572, -80.1170715139038, -80.1170249629509, -80.116988923503, -80.1168943199527, -80.1168342542065, -80.1167952114714, -80.1166870931283, -80.1166160713508, -80.1165474402686, -80.1165534468432, -80.1165504435559, -80.1165525708187, -80.116580435259, -80.1168792493178, -80.1170365754786, -80.1171251374738, -80.1171783274939, -80.1171994781013, -80.1171968713145, 26.0043156808264, 26.0044046649764, 26.0044527157476, 
26.0044705175725, 26.004502908376, 26.0045352991706, 26.004567689957, 26.0045744380358, 26.0045892838092, 26.0046014303488, 26.0045933326518, 26.0045811861105, 26.0045625029587, 26.004527201469, 26.0043841420474, 26.0043085634147, 26.0042556008679, 26.0042364460175, 26.0042502628123, 26.0042580608871, 26.0042655186302, 26.0042736958835, 26.0042955780312, 26.0043156808264))"
Hollywood_Henry L. Graham Park,Hollywood,Henry L. Graham Park,0.20386079329952958,NA,NA,NA,NA,NA,"list(c(-80.1554864667924, -80.1554793393848, -80.1554561753095, -80.1554143017895, -80.1553777738252, -80.1553252091938, -80.1552690808581, -80.155204934189, -80.155121187149, -80.155039221961, -80.1549501293648, -80.1548886554739, -80.1548298543605, -80.1548262906567, -80.1554864667924, 26.0359423145855, 26.0360103582376, 26.0360567880014, 26.0361272331253, 26.036167258745, 26.0362072843511, 26.0362385043137, 26.0362609186408, 26.036264921199, 26.0362657217108, 26.0362689237571, 26.0362721258033, 
26.036272926315, 26.0359527212645, 26.0359423145855))"
Hollywood_Holland Park,Hollywood,Holland Park,9.942648119726917,110,15,40,30,38,"list(c(-80.1257696323404, -80.1258145507334, -80.1256708118743, -80.1255450403732, -80.1253653667998, -80.125050938046, -80.1247544766494, -80.1245119173251, -80.1228679041272, -80.1220324220103, -80.1210801520703, -80.1198224370557, -80.1197865023413, -80.1192474816203, -80.1192205305846, -80.118960003903, -80.1186815098636, -80.118483868933, -80.1182502932873, -80.1181155381069, -80.1180885870711, -80.1180167176416, -80.1179717992486, -80.1179897666058, -80.1179987502844, -80.1180346849988, -80.1180706197139, 
-80.1181874075364, -80.1183311463954, -80.1185557383625, -80.1186455751492, -80.1186904935422, -80.1191396774764, -80.1202895883471, -80.120936413212, -80.1209723479264, -80.1218886831513, -80.1257696323404, 26.0193392304163, 26.0209619217823, 26.0209699948176, 26.0208731183577, 26.02065514603, 26.0205259770522, 26.0204048810068, 26.0204048810068, 26.0204129540803, 26.0204291002257, 26.0203564425533, 26.0203806617822, 26.0201061768931, 26.0201303961737, 26.0203564425533, 26.0204210271533, 26.0204452463689, 
26.0204129540803, 26.0203806617822, 26.0202595655869, 26.0200900307026, 26.0197428870816, 26.0195329857889, 26.0191535478846, 26.0189355723635, 26.0186933768655, 26.0185480593266, 26.0184996201069, 26.0185561325279, 26.0186126449211, 26.0187418160046, 26.0191535478846, 26.0191535478846, 26.0191131820776, 26.0191051089147, 26.0194764738382, 26.0194603275618, 26.0193392304163))"
Hollywood_Hollywood West Skate Park,Hollywood,Hollywood West Skate Park,4.591454897800352,NA,NA,NA,NA,NA,"list(c(-80.2238390224049, -80.2208163435464, -80.2207857082871, -80.2218273070829, -80.2219702716239, -80.2225829767984, -80.2226902002037, -80.2238134930229, -80.2238390224049, 26.0201043790676, 26.0201640275466, 26.0187783396719, 26.0187737512743, 26.0187095136886, 26.0187141020894, 26.0188058700543, 26.0187875164665, 26.0201043790676))"
Hollywood_Jefferson Park,Hollywood,Jefferson Park,1.889306566111607,NA,NA,NA,NA,NA,"list(c(-80.1388714645061, -80.1369308128342, -80.1369109291083, -80.1388515807801, -80.1388714645061, 26.0069791427358, 26.0070363277224, 26.0061463832061, 26.0061177904996, 26.0069791427358))"
Hollywood_Joe DiMaggio Park,Hollywood,Joe DiMaggio Park,7.017560877959165,4,1,2,2,2,"list(c(-80.1264373684071, -80.126757140871, -80.127071916891, -80.1273866929102, -80.1277664227114, -80.128071205842, -80.12820610985, -80.1283659960823, -80.1287257401047, -80.128855647668, -80.1289355907842, -80.1288056832209, -80.1286507934332, -80.1285908360959, -80.1285308787594, -80.1285108929797, -80.1286408005438, -80.1288706370021, -80.1290505090133, -80.129020530345, -80.1289455836736, -80.1288056832209, -80.1286008289853, -80.1284159605294, -80.1282910494108, -80.1280911916208, -80.1278613551617, 
-80.1276714902611, -80.1274716324711, -80.1272467924575, -80.1271318742275, -80.1270869062251, -80.1269470057716, -80.1267671337605, -80.1264873328542, -80.1262175248374, -80.1260926137189, -80.1257478590306, -80.12515827855, -80.1247535665244, -80.1245237300661, -80.1244038153914, -80.1243538509443, -80.1243688402784, -80.1244188047263, -80.1245537087343, -80.1249684136493, -80.12575785192, -80.1264373684071, 26.0017461312919, 26.0017551127076, 26.001826964009, 26.0019347408789, 26.001840436123, 
26.0017326591671, 26.0015305771085, 26.0014542349067, 26.001472197782, 26.0015126142414, 26.0017057149129, 26.0018000197764, 26.0019841385773, 26.0020874246075, 26.0023119591429, 26.0026667228343, 26.0029182002446, 26.0030798640099, 26.0032011116875, 26.0033223592406, 26.0033672657094, 26.0033762470011, 26.0033537937706, 26.0032325462499, 26.0030394480891, 26.0030035228151, 26.0030259761126, 26.0030439387476, 26.0031202799161, 26.003237036901, 26.0033672657094, 26.0034570785963, 26.0035558726926, 
26.0035783258852, 26.0035917977984, 26.0036322135284, 26.0034391160246, 26.003317868592, 26.0031786584234, 26.0031517145002, 26.0031247705715, 26.0029765788517, 26.0027924616064, 26.0025095491793, 26.0022715429586, 26.0021233501623, 26.0019661757803, 26.0018045104822, 26.0017461312919))"
Hollywood_John B. Kooser Memorial Park & Exercise Trail,Hollywood,John B. Kooser Memorial Park & Exercise Trail,0.4757951803697446,NA,NA,NA,NA,NA,"list(c(-80.1352578769794, -80.1341809752682, -80.1341600136775, -80.1352578769794, 26.0136728172066, 26.0144852013947, 26.0137057836314, 26.0136728172066))"
Hollywood_John Williams Park-Sheridan Oak Forest,Hollywood,John Williams Park-Sheridan Oak Forest,10.115299439008297,30,10,21,20,22,"list(c(-80.2125254688022, -80.2098142268462, -80.2096295373395, -80.2107598371197, -80.210826325342, -80.2110996658117, -80.2115872461089, -80.2125450279394, -80.2125368750928, -80.2125254688022, 26.0356838268529, 26.0357369299999, 26.0323183658427, 26.0323648324307, 26.032537422456, 26.0325639747447, 26.0325573366731, 26.0325285832169, 26.0327667277074, 26.0356838268529))"
Hollywood_Keating Park,Hollywood,Keating Park,0.13911179884505642,NA,NA,NA,NA,NA,"list(c(-80.1170994826586, -80.1166743706176, -80.1166942356661, -80.1171246450533, -80.1170994826586, 25.997890096271, 25.9978698607065, 25.9975687074851, 25.9976091787144, 25.997890096271))"
Hollywood_Kiwanis Park,Hollywood,Kiwanis Park,0.5033180194483012,NA,NA,NA,NA,NA,"list(c(-80.1756364337955, -80.1751055225935, -80.175074444864, -80.1756183051205, -80.1756364337955, 26.0182037919525, 26.0182200833708, 26.0173705992497, 26.0173682718875, 26.0182037919525))"
Hollywood_Lincoln Park,Hollywood,Lincoln Park,1.831008806756369,NA,NA,NA,NA,NA,"list(c(-80.1546247951565, -80.1531976373771, -80.1531565680888, -80.1545785922071, -80.1546247951565, 26.0173923959343, 26.0174154630352, 26.0162713293596, 26.0162251947029, 26.0173923959343))"
Hollywood_Lions Park,Hollywood,Lions Park,0.3271100171683147,5,1,4,4,4,"list(c(-80.168986267704, -80.168185198112, -80.1681792348149, -80.1681732715171, -80.1681732715171, -80.1688510996338, -80.1689246469661, -80.168986267704, 26.0112384582397, 26.011554654341, 26.0114599742421, 26.0113170607404, 26.011031233215, 26.0110151553956, 26.0110741073878, 26.0112384582397))"
Hollywood_Mara Berman Giulianti Park in Emerald Hills,Hollywood,Mara Berman Giulianti Park in Emerald Hills,0.9274092568544374,NA,NA,NA,NA,NA,"list(c(-80.1867808015576, -80.1867808015576, -80.1864692184735, -80.1863992712507, -80.1862879915779, -80.1861067646823, -80.1860431762979, -80.1856743636683, -80.185203809623, -80.1852165273002, -80.1853945747767, -80.1855980576066, -80.1858047198563, -80.1858842053367, -80.1860177409439, -80.1862403002895, -80.1864628596351, -80.1867331102692, -80.1867808015576, 26.0435112198923, 26.0438940014967, 26.0439025712198, 26.0438654357488, 26.0438083042311, 26.0437140371666, 26.0435940607934, 26.0434997935566, 
26.0433683906157, 26.0429970336811, 26.0429827506987, 26.0429856072953, 26.0430056034697, 26.0430370260233, 26.0430655919731, 26.0431398634109, 26.0432455572986, 26.0434369486897, 26.0435112198923))"
Hollywood_Montella Park,Hollywood,Montella Park,0.8461769135720347,NA,NA,NA,NA,NA,"list(c(-80.227407224753, -80.2266238832595, -80.2265849282036, -80.2273982700094, -80.227407224753, 26.0206889834268, 26.0207191155477, 26.0197613722211, 26.019740403669, 26.0206889834268))"
Hollywood_Oak Lake Park,Hollywood,Oak Lake Park,2.5288693041215295,11,5,9,8,8,"list(c(-80.2030840521148, -80.2006561632969, -80.2005997007668, -80.2009076782064, -80.2009282100356, -80.2009436089075, -80.2009590077801, -80.2011078635422, -80.2018829400991, -80.2023397733017, -80.2030481214138, -80.2029967918401, -80.2030224566274, -80.2030378554993, -80.203068653243, -80.2030840521148, 26.0402471227404, 26.0402840178523, 26.0387067414458, 26.0388082043098, 26.0388635476524, 26.03896962232, 26.0393247411624, 26.0394169796466, 26.0394169796466, 26.0393893081084, 26.0394123677242, 
26.039642963626, 26.0398136043017, 26.0399611852268, 26.0400903183839, 26.0402471227404))"
Hollywood_Oakridge Park & Dog Park,Hollywood,Oakridge Park & Dog Park,10.48206379076629,11,2,9,9,9,"list(c(-80.1954596068197, -80.1954093713842, -80.1954009988117, -80.1954093713842, -80.1954847245372, -80.1954009988117, -80.1940195243395, -80.1940446420569, -80.194212093508, -80.1940278969119, -80.1938269551703, -80.1935674054212, -80.1932659928091, -80.1930315607774, -80.1989509695764, -80.1989342244315, -80.1973350630726, -80.1957442742863, -80.1956186856983, -80.1956103131258, -80.1956103131258, -80.1956521759882, -80.1959200983105, -80.1961796480596, -80.1963303543656, -80.1963303543656, -80.1960540594709, 
-80.1954596068197, 26.0572119150995, 26.057437561373, 26.0577233793629, 26.058024239651, 26.0584905715713, 26.0585883506093, 26.0585883506093, 26.0582724488075, 26.0569336174303, 26.0560987204571, 26.0555496408268, 26.0551961224431, 26.0548576463955, 26.0545492562563, 26.0542709522635, 26.0548877331946, 26.0549704718535, 26.0550532104535, 26.0551735574039, 26.0555947707566, 26.0558580283328, 26.0560460690971, 26.0561137636983, 26.0562641960053, 26.0565274520782, 26.0568207938624, 26.0570389193292, 
26.0572119150995))"
Hollywood_Oakwood Hills Park,Hollywood,Oakwood Hills Park,1.7494788068419789,1,1,1,1,1,"list(c(-80.1600599940457, -80.1601873090767, -80.1603339142639, -80.1603416303263, -80.1603300562327, -80.16029147592, -80.1602143152952, -80.1601448707329, -80.1593308261412, -80.1593925546412, -80.1594581411723, -80.1595275857346, -80.1595545919531, -80.1595545919531, -80.1595545919531, -80.1595314437659, -80.1594581411723, -80.1600599940457, 26.0350579178786, 26.0353179080923, 26.0358586858908, 26.036084009238, 26.0363543966827, 26.0366525154514, 26.0369575664291, 26.0372556836635, 26.0371378234519, 
26.0369159686155, 26.036666381422, 26.0363682626886, 26.0360562771573, 26.0357858890253, 26.0355709646804, 26.0354184374874, 26.0353109750275, 26.0350579178786))"
