poly_id,mncplty,park_name,park_size_ha,total_observations,total_observers,family_count_observations,order_count_observations,species_count_observations,geometry
Fort Lauderdale_Flamingo Park,Fort Lauderdale,Flamingo Park,0.9920554287456753,NA,NA,NA,NA,NA,"list(c(-80.1702318338476, -80.1704534403995, -80.1703584168451, -80.1703776922096, -80.1702936888611, -80.1701911931342, -80.1696084317166, -80.1695908610207, -80.1696161689833, -80.1697146327019, -80.1699786123742, -80.1702318338476, 26.0997059312203, 26.1000248937707, 26.1001665278987, 26.1006303500885, 26.1008082033188, 26.1008870975952, 26.1008949870199, 26.0998640976887, 26.0997754335513, 26.0996944983562, 26.0996876552464, 26.0997059312203))"
Fort Lauderdale_Floranda Elementary School Park,Fort Lauderdale,Floranda Elementary School Park,1.8041126293347516,NA,NA,NA,NA,NA,"list(c(-80.1297431742374, -80.1297729885972, -80.1285274108967, -80.1284777202971, -80.1297431742374, 26.1914622967797, 26.1927553582815, 26.1927761660506, 26.1914801322083, 26.1914622967797))"
Fort Lauderdale_Florence C. Hardy Park,Fort Lauderdale,Florence C. Hardy Park,3.309322276,1,1,1,1,1,"list(c(-80.1451240729137, -80.1433092173695, -80.143255474495, -80.1450703300386, -80.1451240729137, 26.1128628548177, 26.1129259604667, 26.1112777782099, 26.1112295202709, 26.1128628548177))"
Fort Lauderdale_Floyd Hull Stadium,Fort Lauderdale,Floyd Hull Stadium,4.1987841872793705,1,1,1,1,1,"list(c(-80.1506731946587, -80.1506879474063, -80.148671738566, -80.1486471506539, -80.1506731946587, 26.086992183219, 26.0888559802328, 26.0889001456791, 26.0870230995257, 26.086992183219))"
Fort Lauderdale_Fort Lauderdale Beach Park,Fort Lauderdale,Fort Lauderdale Beach Park,13.09624337421757,76,37,32,26,36,"list(c(-80.1062902403862, -80.1048653910651, -80.1038515559713, -80.104002261188, -80.1062628394376, -80.1062902403862, 26.1091945629327, 26.1151979976697, 26.1151733940586, 26.1083579942732, 26.1084195068789, 26.1091945629327))"
Fort Lauderdale_Francis L. Abreu Place,Fort Lauderdale,Francis L. Abreu Place,0.2631432622136158,1,1,1,1,1,"list(c(-80.1342674715042, -80.1342745188937, -80.1342553902637, -80.1342493496437, -80.1342866001339, -80.1341224966245, -80.1338567093449, -80.133903020765, -80.1338989936847, -80.1339010072249, -80.1338929530647, -80.1338949666049, -80.1342674715042, 26.1167119493876, 26.1168529698147, 26.1169505993341, 26.1171115069779, 26.117266990502, 26.1173429243234, 26.1174188580398, 26.1171747852032, 26.1171133149277, 26.1168999766595, 26.1167625721448, 26.1167137573444, 26.1167119493876))"
Fort Lauderdale_George English Park,Fort Lauderdale,George English Park,11.46057443220484,27,14,18,14,21,"list(c(-80.1178252994154, -80.1175091027414, -80.1169091398216, -80.1165524051122, -80.1159443345858, -80.1159686574068, -80.1155794922692, -80.1154497705571, -80.1152876184168, -80.1150119597776, -80.1149146684937, -80.1149065608864, -80.1149552065284, -80.1149633141356, -80.1169577854635, -80.1173631658149, -80.1178901602712, -80.1184576927634, -80.1184252623353, -80.11846580037, -80.1188144274722, -80.1178252994154, 26.140593084613, 26.1405421363207, 26.1409933918448, 26.1409570003358, 26.1409351654235, 
26.1413864194295, 26.1412262972401, 26.1411316794792, 26.1409497220318, 26.1406076412629, 26.1403747346345, 26.1392829786178, 26.1392247513433, 26.1380529212757, 26.1379364654709, 26.1379219084868, 26.1379073515021, 26.1379073515021, 26.138191212393, 26.1392247513433, 26.1403383429316, 26.140593084613))"
Fort Lauderdale_Gore Betz Park,Fort Lauderdale,Gore Betz Park,0.7901973697408006,2,1,2,2,2,"list(c(-80.1538369271465, -80.1538574401084, -80.1532557265554, -80.1532283759393, -80.1532249571125, -80.1538369271465, 26.1005839323592, 26.1017168253584, 26.1017444567577, 26.1017168253584, 26.1005839323592, 26.1005839323592))"
Fort Lauderdale_Greenfield Park,Fort Lauderdale,Greenfield Park,0.21975762874915986,NA,NA,NA,NA,NA,"list(c(-80.1148006566681, -80.1148105577303, -80.1147353096553, -80.1141808501563, -80.1142679795063, -80.1148006566681, 26.1348950859117, 26.1349893068635, 26.1352310810332, 26.1351137495137, 26.1347724207856, 26.1348950859117))"
Fort Lauderdale_Guthrie Blake Memorial Park,Fort Lauderdale,Guthrie Blake Memorial Park,0.4567576376866459,1,1,1,1,1,"list(c(-80.1810619137167, -80.181135686555, -80.1811414726602, -80.1811429191865, -80.1811183282401, -80.181064806769, -80.1809216006706, -80.180638081526, -80.1805353781625, -80.1804760705863, -80.1804644983761, -80.1804485865875, -80.1804500331139, -80.1804456935348, -80.1804485865875, -80.1804601587973, -80.1804731775335, -80.1805223594259, -80.1810619137167, 26.1199693087839, 26.1200186631197, 26.1200589258522, 26.1205109065378, 26.1205485715161, 26.1205654558124, 26.1205693521882, 26.1205706509798, 
26.1205745473555, 26.1205654558124, 26.1205381811783, 26.1204953210261, 26.1204316801644, 26.1200407426844, 26.1200134679278, 26.119988790761, 26.1199784003742, 26.1199680099856, 26.1199693087839))"
Fort Lauderdale_Harbordale Park,Fort Lauderdale,Harbordale Park,0.2806270729276655,NA,NA,NA,NA,NA,"list(c(-80.1348765092342, -80.1344329519204, -80.1344812882943, -80.1348907258144, -80.1349106290274, -80.1348765092342, 26.099068685968, 26.0990865597423, 26.0984992771377, 26.0984967237292, 26.0985184277038, 26.099068685968))"
Fort Lauderdale_Hector Park,Fort Lauderdale,Hector Park,0.23177895822083452,NA,NA,NA,NA,NA,"list(c(-80.1330904498964, -80.1331214583078, -80.1331330864619, -80.1331156442307, -80.1328578868123, -80.132435397209, -80.132414078926, -80.1323908226176, -80.1323617522322, -80.1323404339497, -80.1323346198726, -80.1323249297437, -80.1323171776414, -80.1330904498964, 26.109061301976, 26.1091013280785, 26.1091396139043, 26.1091883412995, 26.109282315506, 26.1094406792747, 26.1094424195344, 26.1094354584946, 26.1094180558917, 26.1094041338088, 26.1093797701582, 26.1092318478862, 26.1090700033033, 
26.109061301976))"
Fort Lauderdale_Holiday Park,Fort Lauderdale,Holiday Park,34.45124928059317,84,9,35,27,35,"list(c(-80.1356248940618, -80.135739326581, -80.1333362436826, -80.1333934599426, -80.129693475163, -80.129512290341, -80.1331932030345, -80.1332122751206, -80.1356248940618, 26.1318207581593, 26.1355705467083, 26.1356904009776, 26.1370087898193, 26.1371029598813, 26.1311700976592, 26.1310588001056, 26.1318550033484, 26.1318207581593))"
Fort Lauderdale_Hortt Park,Fort Lauderdale,Hortt Park,2.5433866588041254,3,2,2,1,3,"list(c(-80.1649195073361, -80.1649486331115, -80.1639195223774, -80.1639729196326, -80.1635263244083, -80.1638272907557, -80.1649195073361, 26.1015655479691, 26.1034094890909, 26.1034312849116, 26.1032002490078, 26.1031566572763, 26.1015350333321, 26.1015655479691))"
Fort Lauderdale_Idlewyld Park-Merle Fogg Park,Fort Lauderdale,Idlewyld Park-Merle Fogg Park,0.4537964135713464,1,1,1,1,1,"list(c(-80.111403408915, -80.1114582834776, -80.1114979151066, -80.1115207795076, -80.1115329738548, -80.1115146823339, -80.1115055365734, -80.1115512653756, -80.1115680326034, -80.1115634597232, -80.1115649840163, -80.1115390710285, -80.1114979151066, -80.1114399919568, -80.1113149998968, -80.1111732406095, -80.1109659367056, -80.1108790519809, -80.1107891186696, -80.1107098554123, -80.1106161573049, -80.1105704285027, -80.1104027562271, -80.1103448330773, -80.1102853856345, -80.1102991042751, -80.110410377694, 
-80.1104865923646, -80.1105414669278, -80.1106237787722, -80.1107213335504, -80.1108402284366, -80.1108920544126, -80.1109560747361, -80.1110200950592, -80.1110902125561, -80.1111847187476, -80.1112121560294, -80.1112350204305, -80.111403408915, 26.1191238537781, 26.119111536075, 26.119219658092, 26.119219658092, 26.1192771406423, 26.1193127250643, 26.1193619957842, 26.1194153723748, 26.1194838038648, 26.119622035352, 26.1198067999563, 26.1199669290429, 26.1200531523072, 26.1200654699111, 26.1200517836839, 
26.1200422033247, 26.1200161994878, 26.1199984073849, 26.1199956701386, 26.1199888270212, 26.1199710346554, 26.11996556016, 26.1199340818101, 26.1197944820657, 26.1197671095471, 26.1196822546994, 26.1196685684282, 26.1196603566645, 26.1196562507824, 26.1196890978348, 26.1197465801542, 26.1198177487015, 26.1198492270828, 26.119868387833, 26.1198820740817, 26.1198930230784, 26.1199094465725, 26.1199012348257, 26.1198889172046, 26.1191238537781))"
Fort Lauderdale_Imperial Point Entranceway,Fort Lauderdale,Imperial Point Entranceway,0.19065621893667223,NA,NA,NA,NA,NA,"list(c(-80.1098815795511, -80.1097642161732, -80.109604937303, -80.1095053880094, -80.1093681147724, -80.1092926668869, -80.1092853316754, -80.1093261992807, -80.1093964077295, -80.1098815795511, 26.2019880961556, 26.2022974247022, 26.2022579359975, 26.2022400720554, 26.2022090452012, 26.2021855400037, 26.2021404100109, 26.2020313457887, 26.2018527058945, 26.2019880961556))"
Fort Lauderdale_Jack and Harriet Kaye Park,Fort Lauderdale,Jack and Harriet Kaye Park,0.7997195767241538,NA,NA,NA,NA,NA,"list(c(-80.1158929762796, -80.1140506661511, -80.1141437121171, -80.114443785358, -80.1145554405169, -80.1146066157983, -80.1146880310187, -80.114757815493, -80.1148601660558, -80.1149043628898, -80.1150416056897, -80.1151928053845, -80.1153370266318, -80.1155882507407, -80.1157673642252, -80.1158929762796, 26.141443180425, 26.1414828563193, 26.1413951516932, 26.141106978885, 26.1409900389918, 26.1409106868547, 26.1407937467649, 26.1406538361468, 26.1404220435588, 26.140522278248, 26.1407749528111, 
26.1409921272054, 26.1411383020506, 26.1413116234163, 26.1413909752804, 26.141443180425))"
Fort Lauderdale_Las Olas Oceanside Park,Fort Lauderdale,Las Olas Oceanside Park,1.1081600960155171,2,2,2,2,2,"list(c(-80.1058331945162, -80.1046182755064, -80.1046622363911, -80.1054215607725, -80.1056133900904, -80.1057492691901, -80.1058331945162, 26.119194514574, 26.1192088678847, 26.1183476661428, 26.1183225476631, 26.118326136018, 26.1183512544958, 26.119194514574))"
Fort Lauderdale_Lauderdale Manors Park,Fort Lauderdale,Lauderdale Manors Park,0.7520118619826605,NA,NA,NA,NA,NA,"list(c(-80.1599873263156, -80.1602009867284, -80.1603645704816, -80.1606182922216, -80.1604947697956, -80.1604547084684, -80.1603779242577, -80.1601442331808, -80.1601075102978, -80.1600540951945, -80.1599272343242, -80.1597369430194, -80.1597336045751, -80.1595099288305, -80.1595099288305, -80.1599873263156, 26.1422564054074, 26.1424422149638, 26.1425830703983, 26.1426609903523, 26.1429906511233, 26.14302661406, 26.1430356047925, 26.1430056356822, 26.1432124223905, 26.1432603728796, 26.1432813512124, 
26.1432873450208, 26.1431105275363, 26.1430985399011, 26.1427059441493, 26.1422564054074))"
Fort Lauderdale_Lauderdale Memorial Park,Fort Lauderdale,Lauderdale Memorial Park,23.42284902580369,6,6,4,3,6,"list(c(-80.1529636310968, -80.1469958437826, -80.1468757294191, -80.1527613332217, -80.1529636310968, 26.0962636955696, 26.0963431782998, 26.0927891120106, 26.0927039493535, 26.0962636955696))"
Fort Lauderdale_Lauderdale Villas Entranceway,Fort Lauderdale,Lauderdale Villas Entranceway,0.12615820367691527,NA,NA,NA,NA,NA,"list(c(-80.1546336973206, -80.1545667414257, -80.1545221041621, -80.1544586722609, -80.1543999390194, -80.1543623497456, -80.1543188871466, -80.1543083151632, -80.1543024418388, -80.1543012671742, -80.1543235858057, -80.1543858430416, -80.1544715935742, -80.1545526454478, -80.1545972827113, -80.1546501426284, -80.1546618892764, -80.1546618892764, -80.1546336973206, 26.1446254942732, 26.1446529107133, 26.1446497472783, 26.1446613465399, 26.1446581831051, 26.1446455293649, 26.1446223308374, 26.144589641996, 
26.1444325245323, 26.1443787460232, 26.1443407847078, 26.1443133681943, 26.144308095787, 26.1443123137131, 26.1443165316385, 26.1443734736188, 26.1444894664567, 26.1445833151224, 26.1446254942732))"
Fort Lauderdale_Lewis Landing Park,Fort Lauderdale,Lewis Landing Park,0.6242505830259021,2,1,2,2,2,"list(c(-80.1533648542018, -80.1530366458532, -80.1527348703917, -80.1524903661859, -80.1525894895123, -80.1525740703286, -80.1532569199128, -80.1532635281345, -80.1533626514616, -80.1533648542018, 26.1135710568936, 26.1135473221848, 26.113650172555, 26.1134761180294, 26.1133396432765, 26.1128273670581, 26.1128095659136, 26.1132091020594, 26.1132644831996, 26.1135710568936))"
Fort Lauderdale_Lincoln Park,Fort Lauderdale,Lincoln Park,1.4203562878375864,2,1,2,2,2,"list(c(-80.1671475708735, -80.1661934513769, -80.1661662555719, -80.1670954455801, -80.1671475708735, 26.1306059763206, 26.1306202190964, 26.1292630782428, 26.1292468005959, 26.1306059763206))"
Fort Lauderdale_Little Lincoln Park,Fort Lauderdale,Little Lincoln Park,0.16568090031079236,NA,NA,NA,NA,NA,"list(c(-80.166054054641, -80.166021976279, -80.1658947321089, -80.1656316895399, -80.1656092346865, -80.165761072267, -80.1659364339801, -80.1660529853624, -80.1660818558882, -80.1660978950692, -80.1660989643477, -80.166054054641, 26.1295542228667, 26.1295619028581, 26.1295628628574, 26.1295705428489, 26.1292537427884, 26.1292489427812, 26.1292499027825, 26.1292441427733, 26.1292556627915, 26.1292815828281, 26.1295196628972, 26.1295542228667))"
Fort Lauderdale_Lockhart Park,Fort Lauderdale,Lockhart Park,18.512536623945806,NA,NA,NA,NA,NA,"list(c(-80.1628114579368, -80.1597584360632, -80.1594970472041, -80.162570980186, -80.1628114579368, 26.1972132838771, 26.1973164809713, 26.1918375269809, 26.1918093810033, 26.1972132838771))"
Fort Lauderdale_Loggerhead Park,Fort Lauderdale,Loggerhead Park,0.2641767630809746,NA,NA,NA,NA,NA,"list(c(-80.1010762655362, -80.1010209852398, -80.1007406351653, -80.1007959154617, -80.1008985788692, -80.1009597820545, -80.1010051908697, -80.1010505996848, -80.1010703426474, -80.1010861370181, -80.1010861370181, -80.1010762655362, 26.1550879454189, 26.1551092110561, 26.1550684519144, 26.1547069354275, 26.1542390888985, 26.1541912408526, 26.1541912408526, 26.1542071902034, 26.1542408610487, 26.1543436456718, 26.1548611117139, 26.1550879454189))"
Fort Lauderdale_Lu Deaner Park,Fort Lauderdale,Lu Deaner Park,0.094419457,NA,NA,NA,NA,NA,"list(c(-80.1026047261266, -80.1022032079228, -80.1022017041096, -80.1026107413803, -80.1026047261266, 26.1566766323755, 26.156677982186, 26.1564620122464, 26.1564728107531, 26.1566766323755))"
Fort Lauderdale_Major William M. Lauderdale Park,Fort Lauderdale,Major William M. Lauderdale Park,0.29029115883470347,4,3,3,3,4,"list(c(-80.1559016370557, -80.1549223516778, -80.1549741751742, -80.1551153495258, -80.1553297915797, -80.1554906231198, -80.1557211483276, -80.1558265823372, -80.1559284423123, -80.1559766917747, -80.1560160061512, -80.1560231542193, -80.1560213672025, -80.156005284048, -80.1559606086202, -80.1559016370557, 26.1175954365522, 26.1176275275307, 26.1176002501995, 26.1175489046188, 26.117473490755, 26.1173916586343, 26.1172536670867, 26.1171686257029, 26.1170803751445, 26.1170627250256, 26.1170771660327, 
26.1170932115937, 26.1175601364663, 26.117576181961, 26.1175938320034, 26.1175954365522))"
Fort Lauderdale_Mangurian Park-Coral Ridge Country Club,Fort Lauderdale,Mangurian Park-Coral Ridge Country Club,86.73114883052753,4,4,4,4,4,"list(c(-80.1183432628966, -80.1183432628966, -80.1175356885484, -80.117064603512, -80.1169524404082, -80.116974873029, -80.117064603512, -80.1169524404082, -80.116750546821, -80.1164364901301, -80.1160102703354, -80.1155616179194, -80.1155616179194, -80.1153148590909, -80.1149783697792, -80.1143951216386, -80.1143053911556, -80.1136772777737, -80.1133856537036, -80.1141483628101, -80.1143053911556, -80.1143502563973, -80.1141483628101, -80.1138118734983, -80.1133407884619, -80.1127351077009, -80.1121294269395, 
-80.1120621290774, -80.1113218525913, -80.111142391625, -80.1110077959003, -80.1107834696923, -80.1103348172768, -80.109684271274, -80.1081364204402, -80.1066783000892, -80.1067007327097, -80.1067455979513, -80.1071493851257, -80.1075307396787, -80.1080018247151, -80.1091010231338, -80.1101104910692, -80.1104245477601, -80.111142391625, -80.1116359092822, -80.1123986183892, -80.1128697034255, -80.1138567387401, -80.1149335045375, -80.1177375821355, -80.1183432628966, 26.174527879231, 26.1762189766248, 
26.1765008238053, 26.1769034614525, 26.1775074153152, 26.1789166288243, 26.1805472689051, 26.1814129080716, 26.1818356597473, 26.1820369695294, 26.1819967076006, 26.1817551357368, 26.1809498925736, 26.1805271376847, 26.1804466127708, 26.180486875235, 26.1807888432728, 26.1833052131612, 26.1843318764679, 26.1860429618772, 26.1865864778655, 26.1870897311503, 26.1873916820781, 26.187532592243, 26.1875527222522, 26.1873715520401, 26.1868079095788, 26.1853987914958, 26.1841708318418, 26.1785743928245, 
26.1781516293194, 26.1778093910726, 26.1774268883141, 26.1774268883141, 26.1774268883141, 26.1774671518216, 26.1762189766248, 26.1749103915027, 26.1741252333779, 26.1732595400856, 26.1732394076065, 26.1731991426387, 26.1731387451613, 26.1731186126621, 26.1727159619415, 26.1725951664547, 26.1726756967929, 26.1732998050326, 26.1741856303451, 26.1746285404767, 26.174527879231, 26.174527879231))"
Fort Lauderdale_Marshall Point,Fort Lauderdale,Marshall Point,2.1826472743401517,NA,NA,NA,NA,NA,"list(c(-80.1484599947045, -80.1481406598424, -80.1480666676182, -80.14801604136, -80.1479303661531, -80.1478174306535, -80.1476616575498, -80.1474552581879, -80.1472410701713, -80.1468204827922, -80.1468049054816, -80.1484599947045, 26.1173618245246, 26.1179457710035, 26.1184912513065, 26.1187569971987, 26.1189108498075, 26.1189807827438, 26.1189772860986, 26.1188688900254, 26.1187430105877, 26.1185052379477, 26.1173408443573, 26.1173618245246))"
Fort Lauderdale_Middle River Terrace Park,Fort Lauderdale,Middle River Terrace Park,1.3864184399069563,NA,NA,NA,NA,NA,"list(c(-80.1378254891574, -80.1378366082115, -80.1369026076595, -80.1368766632001, -80.13767352875, -80.1378143701026, -80.1386816563292, -80.1387113071404, -80.1378254891574, 26.1438748603274, 26.1441377053682, 26.1441609954058, 26.1432859522024, 26.1432726435096, 26.1433824401782, 26.1433491684713, 26.1438682060153, 26.1438748603274))"
